Gene_ID	Symbol
ENSDARG00000019316	FER1L6
ENSDARG00000019326	prpsap2
ENSDARG00000019328	plxna4
ENSDARG00000019335	hes6
ENSDARG00000019338	adprhl2
ENSDARG00000019339	uxt
ENSDARG00000019341	gpc1a
ENSDARG00000019342	chrnd
ENSDARG00000019345	mark3
ENSDARG00000019353	sparc
ENSDARG00000019355	selrc1
ENSDARG00000019360	sec23b
ENSDARG00000019362	ptbp1a
ENSDARG00000019364	mbip
ENSDARG00000019367	tgfb3
ENSDARG00000019371	flt1
ENSDARG00000019383	cdc42bpb
ENSDARG00000019392	stat5.1
ENSDARG00000019396	rergla
ENSDARG00000019398	psma6a
ENSDARG00000019404	atp5d
ENSDARG00000019405	cntn4
ENSDARG00000019417	gadd45g
ENSDARG00000019418	kcnj2a
ENSDARG00000019420	etnk1
ENSDARG00000019426	trioa
ENSDARG00000019438	rnf13
ENSDARG00000019442	AMOTL1
ENSDARG00000019444	ssr4
ENSDARG00000019451	pcsk2
ENSDARG00000019457	tfe3b
ENSDARG00000019459	elf2a
ENSDARG00000019473	kirrel3l
ENSDARG00000019478	slc10a7
ENSDARG00000019484	zdhhc7
ENSDARG00000019487	tmx1
ENSDARG00000019489	gtf2b
ENSDARG00000019496	esd
ENSDARG00000019498	cry5
ENSDARG00000019501	pcnxl3
ENSDARG00000019507	mcm5
ENSDARG00000019516	sp7
ENSDARG00000019521	mpx
ENSDARG00000019525	tbcelb
ENSDARG00000019526	agfg1b
ENSDARG00000019529	parp1
ENSDARG00000019530	hdgfrp2
ENSDARG00000019532	fads2
ENSDARG00000019541	gpt2l
ENSDARG00000019547	aaas
ENSDARG00000019549	cds1
ENSDARG00000019553	pnp5b
ENSDARG00000019556	clcn7
ENSDARG00000019564	asap2b
ENSDARG00000019566	neurod
ENSDARG00000019572	taf7
ENSDARG00000019579	ldb2a
ENSDARG00000019588	chico
ENSDARG00000019595	senp8
ENSDARG00000019596	NRD1 (1 of 2)
ENSDARG00000019601	col12a1b
ENSDARG00000019613	IP6K2 (2 of 2)
ENSDARG00000019614	jade3
ENSDARG00000019622	rims2a
ENSDARG00000019636	yif1a
ENSDARG00000019644	ldhba
ENSDARG00000019646	twist3
ENSDARG00000019649	sept7b
ENSDARG00000019658	pou2f2b
ENSDARG00000019669	CASKIN2 (1 of 4)
ENSDARG00000019692	colq
ENSDARG00000019693	CLCN5 (1 of 2)
ENSDARG00000019699	baz1a
ENSDARG00000019702	aldocb
ENSDARG00000019709	rhoua
ENSDARG00000019715	metap1d
ENSDARG00000019717	pbx2
ENSDARG00000019726	celsr2
ENSDARG00000019728	bmpr1aa
ENSDARG00000019732	mtch2
ENSDARG00000019743	dctn1a
ENSDARG00000019746	rfng
ENSDARG00000019753	kcnn3
ENSDARG00000019763	acp5a
ENSDARG00000019774	zhx3
ENSDARG00000019778	rps6
ENSDARG00000019791	prmt3
ENSDARG00000019797	qrich1
ENSDARG00000019800	PACS1 (1 of 3)
ENSDARG00000019808	evpla
ENSDARG00000019810	nfe2l3
ENSDARG00000019815	fn1a
ENSDARG00000019819	adra2b
ENSDARG00000019834	EDRF1
ENSDARG00000019838	ugdh
ENSDARG00000019842	cnot3b
ENSDARG00000019845	pdlim1
ENSDARG00000019856	atp1a1b
ENSDARG00000019861	fgl2
ENSDARG00000019874	hsph1
ENSDARG00000019877	rbks
ENSDARG00000019881	bsg
ENSDARG00000019897	agpat6
ENSDARG00000019907	dscc1
ENSDARG00000019917	epb41l3b
ENSDARG00000019924	cmpk
ENSDARG00000019930	tal1
ENSDARG00000019932	slc5a11
ENSDARG00000019941	SGTA (1 of 2)
ENSDARG00000019945	ptprdb
ENSDARG00000019949	serpinh1b
ENSDARG00000019950	carf
ENSDARG00000019951	sec62
ENSDARG00000019961	znf513
ENSDARG00000019962	dopey1
ENSDARG00000019963	sfxn1
ENSDARG00000019969	smarcd3b
ENSDARG00000019973	stk38a
ENSDARG00000019976	idi1
ENSDARG00000019983	CHRNB4
ENSDARG00000019995	bmp4
ENSDARG00000019998	slc30a7
ENSDARG00000020000	sh3bp4a
ENSDARG00000020001	rad23aa
ENSDARG00000020007	col1a2
ENSDARG00000020008	vcp
ENSDARG00000020009	bmp2k
ENSDARG00000020015	mrps33
ENSDARG00000020024	fam151b
ENSDARG00000020031	cldn11a
ENSDARG00000020039	MAD2L1BP
ENSDARG00000020043	cnot8
ENSDARG00000020048	map1lc3b
ENSDARG00000020053	nkd1
ENSDARG00000020054	aox1
ENSDARG00000020057	bmpr2b
ENSDARG00000020072	thbs4b
ENSDARG00000020076	brdt
ENSDARG00000020077	nol10
ENSDARG00000020079	neil3
ENSDARG00000020080	ek1
ENSDARG00000020084	tg
ENSDARG00000020085	slc33a1
ENSDARG00000020086	NUAK1 (1 of 2)
ENSDARG00000020101	psmc2
ENSDARG00000020103	calrl
ENSDARG00000020107	usp2a
ENSDARG00000020114	slc20a1a
ENSDARG00000020115	sars2
ENSDARG00000020123	adck3
ENSDARG00000020128	RAB31
ENSDARG00000020131	fnbp1l
ENSDARG00000020133	jdp2
ENSDARG00000020134	sipa1l1
ENSDARG00000020136	ptges
ENSDARG00000020143	pah
ENSDARG00000020149	acoxl
ENSDARG00000020153	rps18
ENSDARG00000020158	spag6
ENSDARG00000020164	efnb2a
ENSDARG00000020169	fahd2a
ENSDARG00000020176	ZBTB22 (2 of 2)
ENSDARG00000020178	nova1
ENSDARG00000020187	GCA
ENSDARG00000020191	ppef1
ENSDARG00000020192	cdc20
ENSDARG00000020197	rpl5a
ENSDARG00000020201	cdc73
ENSDARG00000020204	nf2a
ENSDARG00000020212	slc1a1
ENSDARG00000020217	cpsf4
ENSDARG00000020218	amfr
ENSDARG00000020219	dld
ENSDARG00000020224	ERGIC2 (1 of 2)
ENSDARG00000020228	usf2
ENSDARG00000020231	mapre3a
ENSDARG00000020232	eif6
ENSDARG00000020235	sept9a
ENSDARG00000020236	PPFIBP1 (1 of 2)
ENSDARG00000020237	mc1r
ENSDARG00000020239	lpin1
ENSDARG00000020241	icmt
ENSDARG00000020242	fermt2
ENSDARG00000020250	rhoj
ENSDARG00000020252	btbd10b
ENSDARG00000020258	ewsr1a
ENSDARG00000020261	rab2a
ENSDARG00000020265	angptl6
ENSDARG00000020270	DNM2 (1 of 2)
ENSDARG00000020279	efcab7
ENSDARG00000020284	RNF19B (1 of 2)
ENSDARG00000020289	pif1
ENSDARG00000020292	FAM19A3 (1 of 2)
ENSDARG00000020298	btg2
ENSDARG00000020301	os9
ENSDARG00000020311	cnih1
ENSDARG00000020323	nup153
ENSDARG00000020326	tyk2
ENSDARG00000020328	PLEKHA6
ENSDARG00000020332	nkx2.9
ENSDARG00000020334	ptpn11a
ENSDARG00000020344	slc2a8
ENSDARG00000020345	clasp2
ENSDARG00000020354	lmx1a
ENSDARG00000020363	snrnp25
ENSDARG00000020364	fbp1b
ENSDARG00000020371	g6pc3
ENSDARG00000020373	ext1a
ENSDARG00000020377	eif4g2a
ENSDARG00000020387	nipsnap3
ENSDARG00000020395	mical2b
ENSDARG00000020397	snx15
ENSDARG00000020405	napa
ENSDARG00000020417	emx3
ENSDARG00000020427	nceh1a
ENSDARG00000020442	snx5
ENSDARG00000020447	tmtc4
ENSDARG00000020448	adi1
ENSDARG00000020449	yipf3
ENSDARG00000020450	cacng8a
ENSDARG00000020454	psmd8
ENSDARG00000020465	ewsr1b
ENSDARG00000020467	safb
ENSDARG00000020469	map3k7
ENSDARG00000020473	hddc3
ENSDARG00000020475	znrf1
ENSDARG00000020482	nono
ENSDARG00000020488	arhgap17a
ENSDARG00000020489	CASKIN1 (1 of 2)
ENSDARG00000020493	lgi1a
ENSDARG00000020494	znf330
ENSDARG00000020497	rab7
ENSDARG00000020504	h3f3a
ENSDARG00000020509	srd5a1
ENSDARG00000020521	exoc6
ENSDARG00000020527	nup62l
ENSDARG00000020529	hacl1
ENSDARG00000020534	nfkb1
ENSDARG00000020541	ism1
ENSDARG00000020544	rem1
ENSDARG00000020573	ddx3
ENSDARG00000020574	atp2a1
ENSDARG00000020581	OTOF (1 of 2)
ENSDARG00000020594	txlnba
ENSDARG00000020595	gnl3l
ENSDARG00000020596	fam73a
ENSDARG00000020600	rnf144aa
ENSDARG00000020606	nfe2
ENSDARG00000020607	emc3
ENSDARG00000020608	sgut1
ENSDARG00000020609	snap25a
ENSDARG00000020621	ap1b1
ENSDARG00000020623	baxa
ENSDARG00000020625	jak1
ENSDARG00000020642	gtdc1
ENSDARG00000020645	slc7a3a
ENSDARG00000020656	prkg1a
ENSDARG00000020671	heatr1
ENSDARG00000020676	dpp3
ENSDARG00000020679	clpp
ENSDARG00000020693	sesn1
ENSDARG00000020699	slc9a8
ENSDARG00000020702	odf2b
ENSDARG00000020708	mdkb
ENSDARG00000020711	rrm2
ENSDARG00000020718	SLC25A22 (1 of 2)
ENSDARG00000020730	smpd4
ENSDARG00000020735	efcab6
ENSDARG00000020742	naga
ENSDARG00000020746	gfi1aa
ENSDARG00000020749	caprin2
ENSDARG00000020758	tmem178
ENSDARG00000020759	ef1
ENSDARG00000020761	arrdc2
ENSDARG00000020764	slmapb
ENSDARG00000020771	tnr
ENSDARG00000020777	cep85l
ENSDARG00000020781	col4a2
ENSDARG00000020785	lama4
ENSDARG00000020788	sla2
ENSDARG00000020794	neurod6b
ENSDARG00000020795	rac3b
ENSDARG00000020798	necap1
ENSDARG00000020811	efemp2b
ENSDARG00000020820	srp68
ENSDARG00000020822	rabl5
ENSDARG00000020834	CEP250
ENSDARG00000020838	AP1M1
ENSDARG00000020840	mcrs1
ENSDARG00000020841	RBM7
ENSDARG00000020845	tns1
ENSDARG00000020847	atp6v0a1a
ENSDARG00000020850	eef1a1l1
ENSDARG00000020857	ccdc149b
ENSDARG00000020863	trim25l
ENSDARG00000020871	ptprz1b
ENSDARG00000020872	nfat5
ENSDARG00000020876	PDK2 (1 of 2)
ENSDARG00000020884	gli2b
ENSDARG00000020887	armc1l
ENSDARG00000020890	tmod4
ENSDARG00000020891	PARL (1 of 2)
ENSDARG00000020893	slc25a22
ENSDARG00000020895	bag1
ENSDARG00000020898	cyb5r4
ENSDARG00000020901	gabrp
ENSDARG00000020913	ddx56
ENSDARG00000020926	creb3l3l
ENSDARG00000020929	fam49ba
ENSDARG00000020944	ezra
ENSDARG00000020948	gmcl1
ENSDARG00000020953	dnajb6b
ENSDARG00000020956	pck2
ENSDARG00000020957	pth1ra
ENSDARG00000020960	hgs
ENSDARG00000020961	uncx
ENSDARG00000020964	prkrirb
ENSDARG00000020976	ubald1b
ENSDARG00000020978	dhrs13a.2
ENSDARG00000020979	FAM65C
ENSDARG00000020981	SLC35A3 (2 of 2)
ENSDARG00000020982	PRICKLE2 (1 of 2)
ENSDARG00000020984	slc16a10
ENSDARG00000020986	ctu1
ENSDARG00000021013	f3a
ENSDARG00000021021	trim35-28
ENSDARG00000021022	ift57
ENSDARG00000021033	herpud2
ENSDARG00000021046	rhbdd1
ENSDARG00000021047	zc3h7a
ENSDARG00000021048	clptm1l
ENSDARG00000021059	alas1
ENSDARG00000021082	sec31a
ENSDARG00000021086	znf367
ENSDARG00000021097	nelfcd
ENSDARG00000021107	sf3a2
ENSDARG00000021110	poc1b
ENSDARG00000021112	c1d
ENSDARG00000021113	ptmaa
ENSDARG00000021115	spata6
ENSDARG00000021120	ndc1
ENSDARG00000021124	cfl1
ENSDARG00000021135	DHRS2
ENSDARG00000021137	gpr98
ENSDARG00000021140	pabpc1b
ENSDARG00000021141	plekhf2
ENSDARG00000021143	rtn1b
ENSDARG00000021147	nipal3
ENSDARG00000021149	cbr1l
ENSDARG00000021151	ptpreb
ENSDARG00000021163	thrb
ENSDARG00000021172	cyp2ad2
ENSDARG00000021177	cept1b
ENSDARG00000021184	rbfox1l
ENSDARG00000021186	PTH2R (2 of 2)
ENSDARG00000021193	coro1cb
ENSDARG00000021195	st8sia6
ENSDARG00000021202	chmp6b
ENSDARG00000021208	serpind1
ENSDARG00000021209	KCTD9 (2 of 2)
ENSDARG00000021213	JAKMIP3
ENSDARG00000021220	hmgcl
ENSDARG00000021225	prkci
ENSDARG00000021233	pgls
ENSDARG00000021239	apaf1
ENSDARG00000021242	mvp
ENSDARG00000021250	slc25a48
ENSDARG00000021252	cct6a
ENSDARG00000021255	arhgap22
ENSDARG00000021257	eif3d
ENSDARG00000021265	mybpc2b
ENSDARG00000021287	RAB7A (2 of 3)
ENSDARG00000021288	MIER3 (2 of 2)
ENSDARG00000021293	amdhd2
ENSDARG00000021309	rhoae
ENSDARG00000021318	capgb
ENSDARG00000021324	nsun4
ENSDARG00000021339	cpa5
ENSDARG00000021343	wsb1
ENSDARG00000021346	pdhb
ENSDARG00000021351	nefma
ENSDARG00000021366	fbp1a
ENSDARG00000021370	actr6
ENSDARG00000021372	tob1b
ENSDARG00000021374	cab39l1
ENSDARG00000021377	sh3pxd2b
ENSDARG00000021378	phf21ab
ENSDARG00000021380	ppm1db
ENSDARG00000021383	naalad2
ENSDARG00000021389	jag2b
ENSDARG00000021398	mul1a
ENSDARG00000021399	yipf2
ENSDARG00000021402	mcm3ap
ENSDARG00000021405	chd3
ENSDARG00000021408	kdelc2
ENSDARG00000021433	asmtl
ENSDARG00000021439	ncoa4
ENSDARG00000021442	cdh11
ENSDARG00000021443	zfp36l1b
ENSDARG00000021455	strbp
ENSDARG00000021462	daw1
ENSDARG00000021466	ireb2
ENSDARG00000021480	olfml2bb
ENSDARG00000021483	cdc14b
ENSDARG00000021488	cyth1b
ENSDARG00000021509	tab2
ENSDARG00000021521	rgs14a
ENSDARG00000021539	ephb2b
ENSDARG00000021547	vrk2
ENSDARG00000021550	rad23b
ENSDARG00000021555	park2
ENSDARG00000021556	ubl3b
ENSDARG00000021557	wdr45l
ENSDARG00000021564	VDAC3 (2 of 4)
ENSDARG00000021566	OTOP1
ENSDARG00000021569	gdap2
ENSDARG00000021579	orc5
ENSDARG00000021582	dynlrb1
ENSDARG00000021584	cntn5
ENSDARG00000021590	magi2
ENSDARG00000021595	lhfpl3
ENSDARG00000021607	negr1
ENSDARG00000021633	sh3bgr
ENSDARG00000021647	gnai1
ENSDARG00000021664	fzd3a
ENSDARG00000021669	sec61a1
ENSDARG00000021677	phf11
ENSDARG00000021681	asrgl1
ENSDARG00000021688	mxa
ENSDARG00000021697	morn3
ENSDARG00000021702	pdcd4a
ENSDARG00000021720	col7a1
ENSDARG00000021735	cacna1ba
ENSDARG00000021739	klhl24a
ENSDARG00000021753	ccdc25
ENSDARG00000021787	abcb5
ENSDARG00000021789	myoc
ENSDARG00000021794	hmmr
ENSDARG00000021805	aes
ENSDARG00000021806	zfp36l2
ENSDARG00000021808	nmt2
ENSDARG00000021811	calm1a
ENSDARG00000021812	cherp
ENSDARG00000021820	SLC45A4 (1 of 2)
ENSDARG00000021827	katna1
ENSDARG00000021833	ahr2
ENSDARG00000021838	rps23
ENSDARG00000021846	hid1a
ENSDARG00000021853	ntpcr
ENSDARG00000021855	arnt
ENSDARG00000021859	ERAP1 (2 of 2)
ENSDARG00000021864	rplp1
ENSDARG00000021866	upk1a
ENSDARG00000021869	rcan2
ENSDARG00000021882	fbxl3b
ENSDARG00000021885	CACUL1
ENSDARG00000021889	gja3
ENSDARG00000021891	ZBTB7B
ENSDARG00000021895	disc1
ENSDARG00000021896	asap3
ENSDARG00000021899	b4galt7
ENSDARG00000021905	derl1
ENSDARG00000021907	rela
ENSDARG00000021913	ak9
ENSDARG00000021924	hsp70.3
ENSDARG00000021938	smad9
ENSDARG00000021945	ddx23
ENSDARG00000021948	tnc
ENSDARG00000021973	st13
ENSDARG00000021974	sfr1
ENSDARG00000021975	ginm1
ENSDARG00000021979	mical3a
ENSDARG00000021982	sh3bp2
ENSDARG00000021984	ndufa2
ENSDARG00000021985	ercc2
ENSDARG00000021987	plecb
ENSDARG00000021991	erlin1
ENSDARG00000021996	PPP2R2A (2 of 2)
ENSDARG00000022000	traf3
ENSDARG00000022001	CNOT6 (2 of 2)
ENSDARG00000022013	lama2
ENSDARG00000022020	FOCAD
ENSDARG00000022045	map1ab
ENSDARG00000022101	OBSCN (1 of 2)
ENSDARG00000022109	kcnip1a
ENSDARG00000022122	cdkal1
ENSDARG00000022129	rbm4.3
ENSDARG00000022139	ocstamp
ENSDARG00000022160	ttc23
ENSDARG00000022161	prdm10
ENSDARG00000022165	mgst1.2
ENSDARG00000022176	IGLON5
ENSDARG00000022177	ddx59
ENSDARG00000022183	gsto1
ENSDARG00000022185	RGL3 (1 of 2)
ENSDARG00000022187	usp6nl
ENSDARG00000022203	gtf2ird1
ENSDARG00000022213	uck2b
ENSDARG00000022218	uck1
ENSDARG00000022232	ppan
ENSDARG00000022251	znf536
ENSDARG00000022254	prkcbb
ENSDARG00000022260	FEZ2 (1 of 2)
ENSDARG00000022280	brd2a
ENSDARG00000022297	ptpro
ENSDARG00000022303	hig1
ENSDARG00000022309	dspa
ENSDARG00000022315	atp6v1g1
ENSDARG00000022340	ufc1
ENSDARG00000022350	nek1
ENSDARG00000022372	kng1
ENSDARG00000022378	mtmr1b
ENSDARG00000022389	RNF130 (1 of 2)
ENSDARG00000022399	ntmt1
ENSDARG00000022410	rrp12
ENSDARG00000022413	ing5a
ENSDARG00000022415	SRSF10 (1 of 2)
ENSDARG00000022418	faf1
ENSDARG00000022424	slc26a5
ENSDARG00000022430	ppp1r8b
ENSDARG00000022437	CD81 (1 of 2)
ENSDARG00000022438	cox6a1
ENSDARG00000022454	FAM167B
ENSDARG00000022456	eno1a
ENSDARG00000022461	nudt15
ENSDARG00000022466	clcn5
ENSDARG00000022487	DYNC1I1 (1 of 2)
ENSDARG00000022503	pkd2l1
ENSDARG00000022509	cox4i2
ENSDARG00000022518	pex5la
ENSDARG00000022531	ntn1b
ENSDARG00000022532	chrnb1l
ENSDARG00000022550	gxylt1b
ENSDARG00000022569	nkx6.1
ENSDARG00000022599	dnpep
ENSDARG00000022614	ddx43
ENSDARG00000022623	fbxo44
ENSDARG00000022633	PTPLA
ENSDARG00000022648	otud3
ENSDARG00000022650	cyp2ad3
ENSDARG00000022652	psmf1
ENSDARG00000022659	snx4
ENSDARG00000022660	armc2
ENSDARG00000022675	otud6b
ENSDARG00000022682	add1
ENSDARG00000022684	fkbp1aa
ENSDARG00000022689	itgb1b.2
ENSDARG00000022690	chic2
ENSDARG00000022698	lad1
ENSDARG00000022712	stat3
ENSDARG00000022718	casp8ap2
ENSDARG00000022727	EPHA2 (2 of 2)
ENSDARG00000022728	rbm34
ENSDARG00000022730	aasdh
ENSDARG00000022744	pigb
ENSDARG00000022763	HPCAL1
ENSDARG00000022767	apobb
ENSDARG00000022768	gid8a
ENSDARG00000022772	OSBP2 (1 of 2)
ENSDARG00000022788	cops7a
ENSDARG00000022795	golt1ba
ENSDARG00000022817	pvalb3
ENSDARG00000022832	bnip4
ENSDARG00000022833	rplp2
ENSDARG00000022841	ptk2ba
ENSDARG00000022845	lias
ENSDARG00000022853	eogt
ENSDARG00000022858	wnt7ba
ENSDARG00000022893	pja2
ENSDARG00000022895	mcf2a
ENSDARG00000022904	skilb
ENSDARG00000022918	tbcc
ENSDARG00000022934	arl4aa
ENSDARG00000022939	ino80e
ENSDARG00000022944	ecd
ENSDARG00000022968	fxr1
ENSDARG00000022970	tm9sf1
ENSDARG00000022971	epha6
ENSDARG00000022974	wdr13
ENSDARG00000022978	tmpob
ENSDARG00000022983	ccdc28a
ENSDARG00000022995	clic4
ENSDARG00000022996	setx
ENSDARG00000023002	dtl
ENSDARG00000023003	ccdc12
ENSDARG00000023026	pkp2
ENSDARG00000023028	cdv3
ENSDARG00000023031	hoxa2b
ENSDARG00000023040	zbtb1
ENSDARG00000023053	fam129ab
ENSDARG00000023055	slc25a43
ENSDARG00000023058	foxo3a
ENSDARG00000023062	cyr61
ENSDARG00000023082	krt1-19d
ENSDARG00000023104	scaper
ENSDARG00000023110	mapk7
ENSDARG00000023113	PDPR
ENSDARG00000023117	gopc
ENSDARG00000023145	pum1
ENSDARG00000023151	ucp1
ENSDARG00000023152	wdr73
ENSDARG00000023160	snrnp40
ENSDARG00000023174	fez1
ENSDARG00000023185	APOLD1 (2 of 4)
ENSDARG00000023190	kpna4
ENSDARG00000023210	zdhhc18b
ENSDARG00000023214	mob2a
ENSDARG00000023217	crema
ENSDARG00000023220	selt2
ENSDARG00000023228	vsnl1a
ENSDARG00000023236	kcnh1b
ENSDARG00000023237	syne3
ENSDARG00000023261	scrt1a
ENSDARG00000023262	mapk15
ENSDARG00000023267	atad1a
ENSDARG00000023279	psmd4b
ENSDARG00000023290	fabp3
ENSDARG00000023298	rps27.1
ENSDARG00000023299	nhp2l1b
ENSDARG00000023309	spryd4
ENSDARG00000023316	sim1a
ENSDARG00000023318	fmn2a
ENSDARG00000023323	ywhaqb
ENSDARG00000023330	anp32b
ENSDARG00000023369	mxd
ENSDARG00000023394	slc37a2
ENSDARG00000023396	atg5
ENSDARG00000023443	tjp2b
ENSDARG00000023445	atp2b3b
ENSDARG00000023448	galnt14
ENSDARG00000023472	ctnnb2
ENSDARG00000023484	fam101a
ENSDARG00000023498	gmppab
ENSDARG00000023508	ankrd49
ENSDARG00000023516	ctage5
ENSDARG00000023526	ggt1a
ENSDARG00000023527	smad4
ENSDARG00000023532	pinx1
ENSDARG00000023536	nnt
ENSDARG00000023537	ahr1b
ENSDARG00000023542	cdh7
ENSDARG00000023546	kcnn1b
ENSDARG00000023578	lpp
ENSDARG00000023583	coq9
ENSDARG00000023584	cdc7
ENSDARG00000023587	kcnk5a
ENSDARG00000023591	nrbf2b
ENSDARG00000023597	ftr64
ENSDARG00000023600	sh3gl2
ENSDARG00000023609	epha8
ENSDARG00000023624	fam83fb
ENSDARG00000023627	ggps1
ENSDARG00000023645	ccbl1
ENSDARG00000023648	idh3g
ENSDARG00000023657	fam219b
ENSDARG00000023672	timm8a
ENSDARG00000023673	spint1a
ENSDARG00000023678	ercc5
ENSDARG00000023694	spon1b
ENSDARG00000023701	zfyve9a
ENSDARG00000023703	kctd6b
ENSDARG00000023712	mao
ENSDARG00000023713	aqp1a.1
ENSDARG00000023724	cdc42se1
ENSDARG00000023766	gnsa
ENSDARG00000023768	mfsd4a
ENSDARG00000023797	ryr1b
ENSDARG00000023814	dyrk1ab
ENSDARG00000023815	uvrag
ENSDARG00000023820	faxdc2
ENSDARG00000023821	C2CD2
ENSDARG00000023840	pfkfb2a
ENSDARG00000023852	lsm4
ENSDARG00000023858	ccdc174
ENSDARG00000023878	stk24b
ENSDARG00000023880	abhd14b
ENSDARG00000023900	casd1
ENSDARG00000023903	atf2
ENSDARG00000023914	mark4a
ENSDARG00000023920	llgl2
ENSDARG00000023921	dnaja2
ENSDARG00000023927	dnajc24
ENSDARG00000023933	skila
ENSDARG00000023950	znhit3
ENSDARG00000023952	fam167ab
ENSDARG00000023958	rnf181
ENSDARG00000023963	tpm4a
ENSDARG00000023967	atp6v1c1a
ENSDARG00000023988	dctn4
ENSDARG00000023989	pef1
ENSDARG00000023999	heatr5a
ENSDARG00000024004	cacna1da
ENSDARG00000024017	mamdc1
ENSDARG00000024026	sdf2
ENSDARG00000024030	angptl2a
ENSDARG00000024032	coch
ENSDARG00000024037	pcyox1
ENSDARG00000024043	numbl
ENSDARG00000024047	tmem38a
ENSDARG00000024090	dnajc4
ENSDARG00000024092	lmbr1
ENSDARG00000024101	adra1d
ENSDARG00000024109	naa40
ENSDARG00000024112	gmppaa
ENSDARG00000024116	vamp8
ENSDARG00000024124	sde2
ENSDARG00000024141	cav3
ENSDARG00000024143	mgst3
ENSDARG00000024167	kcnh1a
ENSDARG00000024189	pnocb
ENSDARG00000024195	znf395b
ENSDARG00000024204	mcm3
ENSDARG00000024209	wasf2
ENSDARG00000024219	CDK5RAP2
ENSDARG00000024229	ubl7a
ENSDARG00000024276	PCBP4
ENSDARG00000024277	pigm
ENSDARG00000024278	adh8b
ENSDARG00000024286	spry1
ENSDARG00000024295	slc11a2
ENSDARG00000024299	c1qtnf4
ENSDARG00000024306	zbed4
ENSDARG00000024311	nsmce4a
ENSDARG00000024314	herpud1
ENSDARG00000024317	trap1
ENSDARG00000024324	arhgap1
ENSDARG00000024325	col4a3bpa
ENSDARG00000024365	crlf1a
ENSDARG00000024371	cdh1
ENSDARG00000024381	msto1
ENSDARG00000024398	get4
ENSDARG00000024416	twistnb
ENSDARG00000024431	ETS1
ENSDARG00000024433	pvalb4
ENSDARG00000024443	gnpda2
ENSDARG00000024452	cul4a
ENSDARG00000024465	mrps18a
ENSDARG00000024478	mpc2
ENSDARG00000024479	pigk
ENSDARG00000024488	top2a
ENSDARG00000024492	col9a2
ENSDARG00000024511	bxdc2
ENSDARG00000024522	prf1.6
ENSDARG00000024537	emilin1a
ENSDARG00000024546	cpla2
ENSDARG00000024560	slc4a1b
ENSDARG00000024561	nolc1
ENSDARG00000024564	sccpdhb
ENSDARG00000024575	kif26bb
ENSDARG00000024587	pacsin3
ENSDARG00000024588	gpc5
ENSDARG00000024598	HOMEZ (1 of 2)
ENSDARG00000024619	FOXO6 (1 of 2)
ENSDARG00000024631	NLRC5
ENSDARG00000024642	pip5k1ab
ENSDARG00000024651	snrpa1
ENSDARG00000024654	pgm3
ENSDARG00000024669	oser1
ENSDARG00000024681	pane1
ENSDARG00000024693	lysmd3
ENSDARG00000024694	myo1b
ENSDARG00000024702	parn
ENSDARG00000024717	selenbp1
ENSDARG00000024728	hdhd2
ENSDARG00000024744	dpp6b
ENSDARG00000024746	hsp90aa1.2
ENSDARG00000024748	DST
ENSDARG00000024759	inhbab
ENSDARG00000024771	slc24a5
ENSDARG00000024785	ctnna2
ENSDARG00000024789	mxc
ENSDARG00000024815	ogfrl2
ENSDARG00000024818	rilpl2
ENSDARG00000024827	rnf150a
ENSDARG00000024828	tmem134
ENSDARG00000024829	tnw
ENSDARG00000024831	crhbp
ENSDARG00000024844	max
ENSDARG00000024846	cops8
ENSDARG00000024847	col5a2b
ENSDARG00000024865	dscama
ENSDARG00000024874	dock4b
ENSDARG00000024877	ptgr1
ENSDARG00000024895	fam50a
ENSDARG00000024904	stil
ENSDARG00000024920	tmem136a
ENSDARG00000024933	spast
ENSDARG00000024940	RNF144B
ENSDARG00000024954	tmed4
ENSDARG00000024964	inadl
ENSDARG00000024966	MARK4 (2 of 2)
ENSDARG00000024967	fancg
ENSDARG00000024979	lrrc1
ENSDARG00000025011	synj1
ENSDARG00000025012	tpi1a
ENSDARG00000025017	prdm8
ENSDARG00000025024	pnoca
ENSDARG00000025027	gpsm2l
ENSDARG00000025032	nr3c1
ENSDARG00000025033	stx5a
ENSDARG00000025034	syngr3b
ENSDARG00000025043	trip13
ENSDARG00000025071	brd8
ENSDARG00000025073	rpl18a
ENSDARG00000025076	marveld2a
ENSDARG00000025081	grnb
ENSDARG00000025086	fn3krp
ENSDARG00000025089	loxl4
ENSDARG00000025091	ezrb
ENSDARG00000025094	edem1
ENSDARG00000025106	ppp3cb
ENSDARG00000025108	magixa
ENSDARG00000025122	abhd4
ENSDARG00000025131	lbx2
ENSDARG00000025147	cd63
ENSDARG00000025162	asic4a
ENSDARG00000025200	ppox
ENSDARG00000025206	syt2a
ENSDARG00000025212	cpsf3l
ENSDARG00000025218	myo5ab
ENSDARG00000025220	sppl3
ENSDARG00000025226	znf668
ENSDARG00000025233	lipt1
ENSDARG00000025237	CABZ01074899.1
ENSDARG00000025241	epc1
ENSDARG00000025254	s100a10b
ENSDARG00000025269	pdcd6ip
ENSDARG00000025285	panx1a
ENSDARG00000025299	tspan9a
ENSDARG00000025301	gfap
ENSDARG00000025302	dixdc1a
ENSDARG00000025309	dpf3
ENSDARG00000025314	tcerg1a
ENSDARG00000025319	fynb
ENSDARG00000025320	COL21A1
